"The best way to predict the future is to create it.":motivational
"Believe you can and you're halfway there.":motivational
"It's okay to not be okay.":sad
"The secret of getting ahead is getting started.":motivational
"For every minute you are angry you lose sixty seconds of happiness.":happy
"Tears come from the heart and not from the brain.":sad
"Within you, there is a stillness and a sanctuary to which you can retreat at any time and be yourself.":calm
"Anxiety is a thin stream of fear trickling through the mind. If encouraged, it cuts a channel into which all other thoughts are drained.":anxious
"It does not matter how slowly you go as long as you do not stop.":motivational
"The purpose of our lives is to be happy.":happy
"Heavy hearts, like heavy clouds in the sky, are best relieved by the letting of a little water.":sad
"The day is done, and the darkness falls from the wings of night, as a feather is wafted downward from an eagle in his flight.":calm
"Just because I can't explain the feelings causing my anxiety, doesn't make them less valid.":anxious
"Good start is half done 🎈":motivational
"Those who think they can and those who think they can't. Both are Right 🥶":sad
"The journey of a thousand miles begins with a single step.":motivational
"It is better to be a lonely lion than a popular sheep.":motivational
"A champion is afraid of losing. Everyone else is afraid of winning.":anxious
"The sun always shines brightest after the rain.":happy
"The secret of happiness is freedom, the secret of freedom is courage.":happy
"If you want to be happy, be.":happy
"The saddest thing is when you are feeling really sad and don't know why.":sad
"The most painful goodbyes are the ones that are never said and never explained.":sad
"Keep your face always toward the sunshine—and shadows will fall behind you.":motivational
"The person who says it cannot be done should not interrupt the person who is doing it.":motivational
"Tough times never last, but tough people do.":motivational
"The mind is its own place, and in itself can make a heaven of hell, a hell of heaven.":anxious
"My heart is a rose garden. I tend to the flowers, and the thorns take care of themselves.":calm
"Even in the dark, the stars shine bright.":calm
"The only thing that will make you happy is being happy with who you are.":happy
